node,degree,pagerank,eigenvector,community
7639,49,2.0249597579160494e-05,6.379803404250523e-08,0
73181,60,1.7396757719219116e-05,1.2658804548369891e-05,0
40414,48,1.5015543718752248e-05,1.1501617853987743e-05,5
40415,67,2.1297887360381673e-05,1.0057298335355406e-05,5
40417,44,1.354596101236525e-05,4.1036273319210807e-07,3
7651,40,1.5542160469749164e-05,2.844923137269065e-06,0
40421,79,1.860416612452706e-05,1.991583931713783e-07,9
73191,75,1.973546058108669e-05,0.0008178561082313771,5
7655,41,1.7146891072108595e-05,2.621462461604829e-09,2
73193,61,2.3428295816349165e-05,8.329311312946905e-09,0
73194,61,1.8806387090119577e-05,4.182365138087759e-07,5
40444,47,1.9386301453996816e-05,4.530269155541414e-09,2
105981,42,1.8628085972255236e-05,1.076920426706977e-92,37
73216,52,2.5807874998381624e-05,2.0215351187756217e-08,3
73218,46,1.5475941820897902e-05,4.13862497933792e-07,5
40456,51,9.647129646738367e-06,7.336903447584173e-06,5
7691,58,1.4319414638813879e-05,5.681972981744721e-07,10
7702,56,1.880743663402023e-05,6.119309088517003e-06,0
106008,60,1.3224469016981837e-05,6.179115414515796e-05,2
171557,48,5.471307444953183e-06,5.2623092527300255e-08,15
171558,44,4.431869053261543e-06,5.2623092527300255e-08,15
237109,46,1.0533008139878229e-05,1.547809699425192e-07,9
7742,102,3.1163028551824296e-05,1.7294199868620377e-05,3
138814,40,1.4140173025554325e-05,3.4949879227536433e-09,6
171590,43,1.0834621640417024e-05,3.705429588171498e-09,9
106061,57,2.456821230488134e-05,7.504011636284742e-06,2
73296,52,1.8789158758398523e-05,7.98406009789212e-08,5
237142,45,1.2036383014533651e-05,1.265692991947356e-07,9
73315,40,1.1277794023076993e-05,4.6332026610667405e-06,0
40551,59,2.4707137711284964e-05,2.3030136768215838e-07,4
106091,42,1.0522698501840141e-05,2.9693336221748145e-07,5
7792,69,2.1022146483525298e-05,6.778390847196007e-07,5
40563,69,2.061821015509906e-05,2.3142636523473592e-09,16
7796,57,2.3041499376774072e-05,2.829277999909543e-06,0
7797,47,1.3191531641196996e-05,7.63275977740473e-08,6
40579,67,1.720777302514517e-05,1.1212788200907272e-07,9
40583,63,1.9089214229873302e-05,7.999208561621907e-06,0
138893,60,1.9429744320257972e-05,6.341641938133366e-07,3
138897,53,1.5948489748296185e-05,5.342703068568442e-09,3
73362,42,1.926308774758944e-05,1.076920426706977e-92,38
40594,55,1.7556681859077826e-05,3.769206701469726e-07,6
73372,80,1.676219968893571e-05,1.2559013029184483e-05,0
40608,44,1.1679340540193303e-05,2.8251863447621874e-07,5
40609,63,1.9574659728932995e-05,7.386355307666375e-06,6
40615,43,1.2753380036205357e-05,1.9301014366611353e-07,5
73385,45,1.2431147445018102e-05,7.311984097183457e-07,16
40619,44,1.5502594165736938e-05,4.418940365928321e-08,5
7852,58,1.702736730725029e-05,1.027357916652924e-06,0
7854,58,2.1402743993875513e-05,5.532505425368577e-06,0
73393,41,1.3802997586810421e-05,1.1617442051497546e-07,3
7861,69,2.2187586737789698e-05,7.474289896436464e-08,5
335560,105,5.359741790421914e-06,0.00036723902248335014,4
335561,105,5.359741790421914e-06,0.00036723902248335014,4
270037,76,9.360189304385906e-06,1.1354785119077636e-07,22
40663,86,2.2966990639716363e-05,4.066678563740513e-06,0
270049,51,3.176458655471853e-06,0.026319380113708987,1
270050,143,6.240951520525384e-06,0.09781843341629784,1
7907,97,3.408407479233194e-05,3.6373467078156766e-07,5
270051,59,4.828926994678866e-06,0.027113032794236925,1
7932,42,1.3723396407468395e-05,2.2427155544558905e-07,6
7934,55,1.657361764524223e-05,5.42199342708032e-06,5
7946,67,1.6992276145463805e-05,2.1143356502841314e-05,0
7950,72,2.7269279663238154e-05,6.796437189649119e-09,16
7951,42,1.4653797361941992e-05,4.298077622418682e-07,2
106256,64,1.9005025750876636e-05,3.100337717123449e-06,0
204569,53,7.136075359584882e-06,4.551433595704562e-07,13
139034,42,1.490883189751895e-05,2.989498082780316e-06,2
7979,52,1.6470900411794024e-05,4.1232350258478225e-06,0
40758,52,2.165132615790717e-05,2.1962387546149337e-05,5
40781,70,2.7394419516944945e-05,1.561786844848775e-07,9
8027,134,4.408120389852272e-05,2.957705035631782e-07,6
40797,41,1.4867485832969277e-05,1.013517915609255e-09,6
106334,106,4.079197213654728e-05,9.426052164461422e-08,3
106333,41,1.3467386255226468e-05,7.602356652400541e-08,9
171874,72,2.783199836840902e-05,2.1559880268605738e-06,2
40804,74,2.2497918692075154e-05,2.0830716998355372e-11,16
8049,41,1.2699457621160333e-05,4.7362166787822535e-07,6
171891,87,2.9654407214684845e-05,3.952465349066018e-06,3
40834,99,2.1209230674185116e-05,7.65708356450572e-06,11
8072,53,2.0184228574208885e-05,3.5551431118079147e-06,3
8085,41,1.2590984326099292e-05,1.7775281404010998e-07,0
8086,46,1.633341937969437e-05,3.915976494342634e-06,0
8089,43,1.642872264837043e-05,1.1943649474626758e-07,5
8093,71,1.938694067190487e-05,4.285581764451863e-06,5
73629,55,1.3010057460974834e-05,2.3732581942129198e-07,15
40864,44,1.3807003399453503e-05,2.215364581953796e-07,9
40903,56,1.6062254628018333e-05,1.4782634771344193e-06,0
73678,99,2.680940265039798e-05,8.91156093167509e-06,9
106446,50,1.7208951220400877e-05,5.9029629363592634e-05,2
8149,48,1.6778255117405975e-05,2.402985270335692e-08,6
204761,53,9.463800042992281e-06,7.311175822801962e-10,6
40922,54,1.724680425462863e-05,2.414942496876927e-07,0
237541,53,2.250235923565862e-05,3.589887830710665e-07,2
204780,52,9.540361487412305e-06,8.75825865877958e-08,6
172013,42,1.426596151567391e-05,2.2141927818124925e-06,15
73708,41,1.3352588211350113e-05,0.0007881818101745137,2
73711,49,1.799127200579244e-05,6.09289808264024e-08,2
40946,72,2.2490830373974486e-05,8.586166185345517e-08,16
73729,71,1.616934951919152e-05,5.401071223930401e-07,10
40969,43,1.260579882069116e-05,9.782329408411167e-07,3
73744,90,2.9538413364450648e-05,1.9060800472892557e-05,2
237584,88,1.753379318233641e-05,1.4591677699249501e-09,16
8211,65,2.104255210207268e-05,8.093039902491525e-06,0
73759,58,1.7910354308020348e-05,0.0002299345539908023,0
8237,44,1.466206320589439e-05,9.182851353966169e-06,5
8255,76,1.9573805235667757e-05,0.0002540381340329729,0
106561,70,1.9065353085761564e-05,0.0008857916493731768,0
106565,59,1.3528561098448936e-05,1.549781428512025e-07,10
73798,48,2.1064431092213695e-05,9.386422573278261e-08,16
73806,43,1.602449727019523e-05,6.343464611112673e-07,3
41056,41,1.8023179911566168e-05,7.086926564100996e-08,3
106599,43,1.2295731587573767e-05,8.66384326996854e-08,3
41067,68,7.481511040627734e-06,1.4305141408679157e-07,20
8300,44,1.977868367540243e-05,7.451398444240454e-09,14
8310,87,2.4443305375974385e-05,7.170711982878704e-05,2
368768,45,6.670159700517362e-06,4.153982427780508e-09,18
41089,140,3.6680126056806955e-05,2.3288305700455724e-05,5
139400,51,2.010548633733156e-05,4.8600480037270624e-05,2
41102,59,1.8822160407683793e-05,4.377629812066454e-07,9
73871,74,2.015066324438045e-05,1.3159197175955934e-06,0
41110,120,2.2639131080246034e-05,1.4548601176195868e-05,5
106650,42,1.7969147423344e-05,1.6203444589163078e-09,3
237726,57,1.116901141489912e-05,8.764102969387043e-08,15
41124,57,2.2851357553549968e-05,7.878943576038757e-06,2
8359,46,1.5495859506417346e-05,2.7991529535386343e-09,14
41137,52,1.792096811159261e-05,2.5139959401578713e-08,15
270519,127,7.004409188790088e-06,0.09088065026933702,1
41144,53,1.4287576071427562e-05,2.0732143189065928e-07,5
270521,55,6.263290290809922e-06,0.0008074890487029302,13
106692,48,1.6582493081154572e-05,3.0821800646695707e-09,8
41159,42,1.7013187617065548e-05,6.884924292709574e-07,2
139473,45,2.13890135331732e-05,2.5931411569784464e-11,5
73951,42,1.1940381637542426e-05,2.7714606723818288e-08,6
41186,47,2.223760321773601e-05,3.883127214406143e-09,16
73960,54,1.5794717597444613e-05,7.994170318460588e-06,0
172273,80,1.1052893993155602e-05,1.1964441890020363e-07,15
73973,81,2.7223362805559125e-05,2.073756488791683e-06,5
41206,94,2.9797853858158586e-05,2.1605864803936045e-08,3
139514,56,2.1317676604090154e-05,1.7952162946254493e-07,9
73986,57,1.6680149232419404e-05,1.2106813668702013e-06,2
8451,44,1.7354099343792822e-05,1.7591112587608518e-08,5
41220,63,1.6645634268805487e-05,3.5399900042449056e-05,6
41223,62,1.5579174797076798e-05,3.7598496081297947e-07,0
106759,51,1.6053611327948282e-05,9.475018803660538e-08,6
41226,45,1.627712080465991e-05,1.0501467078156343e-06,5
41231,55,1.648732389153892e-05,3.1423577693891653e-06,5
8471,41,1.5101757782985856e-05,5.635473772571209e-07,0
106790,44,1.4690127578841324e-05,1.1879530246690344e-08,16
41255,64,2.1047048936986523e-05,5.854505340214489e-10,16
41262,62,1.905566920663919e-05,8.189725142421975e-09,16
8509,69,2.941934638325311e-05,1.4488601711578236e-07,5
8511,59,2.05410865569749e-05,2.764113935739903e-07,14
41294,55,1.7817692592838125e-05,1.1039873074462693e-09,16
41300,44,1.5913973833265582e-05,2.925108434821681e-09,16
74076,45,2.2071852613404794e-05,7.755798394746091e-08,9
106847,42,1.2002437380740949e-05,1.0322610893034503e-05,0
41312,60,2.2630423904908356e-05,5.166553737638927e-11,8
41329,168,5.086607843311112e-05,4.230107924882096e-05,3
41331,61,2.7747540351622768e-05,2.5363950452880438e-08,18
41332,43,1.4150504979401988e-05,3.328304952262995e-06,2
8566,73,2.0431843025909678e-05,2.6345708249288982e-05,5
8567,49,1.9800723573718002e-05,2.0531325045797027e-07,3
8570,57,2.2090822040956163e-05,5.5625730522591124e-09,6
303482,42,4.917792653405007e-06,1.3124856273844176e-08,7
41345,54,1.3136356085252306e-05,8.455515254235374e-06,0
41350,41,1.1801892952152808e-05,8.909532065129753e-08,5
41362,44,1.697450162114829e-05,7.441766627326387e-10,16
74133,42,1.7446252002847872e-05,8.534280453962103e-08,5
41367,131,3.480909270990449e-05,1.0961962635636836e-05,2
41368,111,3.49723917872554e-05,9.09030677394011e-06,2
8599,74,2.3244085608399235e-05,2.3479693197460425e-06,14
8604,40,5.925396087657317e-06,0.0021420931203112222,1
74156,47,1.8598553209496506e-05,1.6088388259663968e-08,3
369080,41,3.860754892852889e-06,0.013097992274583328,1
106938,67,2.1526977371199978e-05,1.5110996067364805e-07,6
369091,101,4.685021054371834e-06,0.00036723902248335014,4
369092,101,4.685021054371834e-06,0.00036723902248335014,4
139743,41,1.1563340946320748e-05,2.755511580488438e-09,9
41448,42,1.0196296953732241e-05,4.352265072804786e-06,15
41449,48,1.784556948208965e-05,3.6030814183571243e-06,3
41452,59,2.800200916104125e-05,7.623151796085046e-10,22
41456,44,1.4358441304621364e-05,1.2357514215024146e-08,6
74229,43,1.2701078945333687e-05,1.0143889030966623e-07,10
107005,44,1.8632570576503407e-05,1.465322971219814e-07,2
74244,56,2.3027226671448106e-05,2.4461057499696846e-07,16
8722,66,2.577917732801248e-05,2.9501379670622397e-06,0
139796,77,2.2886692531302616e-05,4.883746406657371e-06,5
8741,67,2.155975584152512e-05,1.6483289305082177e-06,5
238123,104,6.4385270201776665e-06,0.00036723902248335014,4
139822,53,1.1817183220922596e-05,2.6897829071250655e-07,9
8761,50,2.147997846313223e-05,3.658816246899987e-07,2
41537,43,5.321187063731197e-06,1.3124856273844176e-08,7
8771,40,1.4955041140409084e-05,9.926631547176207e-07,0
8772,41,1.678520134036e-05,1.2679870434490768e-06,5
238150,43,5.405652950992398e-06,1.2940164140467297e-08,15
172619,44,1.7237992591606338e-05,2.3130309361180383e-07,3
41549,40,1.1326384955426381e-05,3.7182391045131196e-07,5
205395,112,1.0254642440843556e-05,0.0003672816799161283,4
8796,81,3.750724628338626e-05,3.5417316470890304e-07,3
8808,83,2.8110619747214184e-05,0.0002679682859157223,2
8812,40,1.3325086833314875e-05,2.414768486927069e-09,6
74350,77,2.758747860444434e-05,1.3013679836758554e-07,9
74359,58,2.388529152432531e-05,5.659074037647881e-10,3
8826,67,2.3462411858041788e-05,3.029992916795025e-05,5
238205,67,2.273159962561751e-05,2.707328730822692e-07,3
74366,90,2.1932645830283603e-05,1.8618342739005115e-05,0
8842,150,3.708781732970217e-05,1.0541622765672885e-08,16
8847,128,3.456195843108027e-05,7.885017672173244e-06,5
8878,50,2.3347043302265628e-05,6.625642399168156e-07,5
8879,108,2.4980197773770415e-05,1.693039425383214e-05,2
8880,78,2.2809092853245053e-05,2.4053955844275805e-05,2
8881,105,3.211774750063582e-05,7.9865113215938e-06,0
41654,80,2.7468661764818662e-05,7.4394421409489965e-06,5
8889,174,4.507932863125076e-05,2.6473312304741952e-05,0
8892,54,1.7815273957271085e-05,2.358717925814042e-05,0
139965,69,6.837078806000502e-06,1.4088691323052048e-07,20
41660,45,1.901861881597667e-05,8.82095466539684e-08,6
74444,53,1.812493839308564e-05,8.985801533737418e-06,5
107215,48,1.3895982493635434e-05,2.1973801491458163e-07,2
139990,57,1.7646055735049937e-05,2.2120057383355577e-09,20
107229,79,2.874400923577765e-05,1.6439099570229765e-06,3
238302,157,9.026392325908768e-06,0.09796206031388523,1
8929,51,1.86950375579054e-05,4.9971371624625697e-11,0
8930,113,3.125566707119551e-05,2.1331090949305897e-05,5
107248,65,1.2269402023830466e-05,1.803885260215636e-07,6
8958,40,1.7687525310480128e-05,1.8945384501661005e-79,39
140035,42,1.323072982602976e-05,1.511727323489434e-07,0
8975,45,2.2217921569287344e-05,1.8602136739852138e-07,5
74517,61,1.9239213521556267e-05,1.2157161377428306e-07,3
41755,65,1.714869350419016e-05,7.153567130492761e-08,9
74536,42,1.3923633045765023e-05,3.8095365486362465e-12,16
107327,45,1.812820878695816e-05,1.076920426706977e-92,40
107336,41,1.37262381716504e-05,6.34840410103876e-10,16
41807,48,1.3590468833803074e-05,3.957607495879205e-08,9
9043,66,2.1762569256831024e-05,2.122695361383592e-07,6
41815,132,2.5523158036614627e-05,2.0999278241985296e-05,5
41816,56,2.409563991560476e-05,1.684403714789567e-07,5
41825,120,2.55998632000944e-05,1.269293856239729e-05,5
107369,81,2.6269443322222945e-05,1.8534179473392857e-07,6
74615,67,2.5775518307563152e-05,7.222818634387858e-06,2
41847,56,1.6555492705062696e-05,3.3491767812725863e-07,5
41850,89,3.1353716330555944e-05,8.76859362708993e-07,3
9084,70,2.3920138874787485e-05,1.3430054913107205e-06,5
41859,67,1.7837181470125994e-05,1.32574692693553e-06,0
41860,41,1.539440790465587e-05,2.9871593909437837e-07,3
74630,40,1.5735779598770676e-05,1.3503867970709265e-08,9
41863,42,1.854511219671438e-05,5.329796963270039e-08,6
271264,48,3.858985293167628e-06,2.1960287848922425e-06,15
41891,61,1.3615073713321065e-05,8.717000470434057e-06,0
9125,67,3.088013749907038e-05,2.0108751655730227e-08,3
9126,78,2.8810880105780477e-05,7.545386268074622e-06,0
9129,44,1.573556553681245e-05,1.499574508811885e-07,6
140203,50,1.0030953338517987e-05,5.65727188427626e-11,16
41901,47,1.1163188034143894e-05,1.38050661306933e-06,0
41908,127,3.988485987328538e-05,7.048400558563219e-08,2
41909,41,1.5838942217157892e-05,1.2575781147821172e-09,5
9151,59,2.960860215796446e-05,9.66391180613076e-08,5
41920,44,1.7057484811501413e-05,8.012386068321265e-09,6
41929,72,2.5453160061344392e-05,8.771832888029357e-07,5
41945,63,1.782604788713789e-05,5.527645178106906e-07,2
41947,89,2.10760486687943e-05,0.0012530869307580974,1
74723,45,1.5026477885384527e-05,7.2124107397130584e-06,0
74726,41,1.2995839657459864e-05,1.210006650515722e-09,3
41959,73,2.4347164062862734e-05,0.0002553059193355759,5
74728,53,1.5412050118126355e-05,2.530729108894539e-07,0
173033,58,1.0559375821330355e-05,4.55267199866851e-06,13
41961,45,1.5393313400281624e-05,1.3747932744769757e-07,2
41973,69,2.0144064968168936e-05,7.317638581802922e-06,2
74743,40,1.6051777056179777e-05,2.9084905362898483e-05,6
41986,70,2.7556799158650698e-05,7.794315692860596e-08,5
9220,172,5.734216493585258e-05,9.798629647981428e-08,9
41990,99,2.4169822570675472e-05,0.00011384820177866454,2
9224,80,2.5440535068380804e-05,5.112425760622372e-06,5
41993,80,2.5403952978881084e-05,8.242896400839617e-06,2
336906,44,5.453825131514937e-06,1.3124856273844176e-08,7
173067,52,1.8435998141832024e-05,2.9922660964789036e-07,2
41999,40,1.3810104687818591e-05,3.707838893703457e-08,2
9240,42,1.7764759555949283e-05,3.884668340583941e-06,2
74778,43,1.9312095983191858e-05,2.8520592218615385e-09,6
42033,41,1.277679094189567e-05,2.2521435296414507e-07,6
42051,43,1.1580781252189182e-05,1.288413287803909e-09,16
107606,55,2.5487007317530423e-05,9.711766633746346e-10,20
9315,40,1.3820351217234503e-05,4.971298234487427e-09,5
42086,73,8.846847856925711e-06,1.4084184043791591e-07,20
173168,66,1.3978582039458101e-05,9.426446551747524e-08,9
9336,67,1.902867900467828e-05,1.5124679619834874e-05,0
42130,109,2.534197283172055e-05,0.0009296471874364497,2
42136,60,2.7392638268083258e-05,1.073913604557687e-08,5
42139,58,2.2482829012676082e-05,5.8903570276333955e-08,0
206007,52,1.2503385862109915e-05,1.366978541563986e-06,0
238793,60,6.1140145419004625e-06,0.026355158517163947,1
107723,43,1.3659886465558247e-05,4.4802539724866357e-07,3
140496,43,2.2472003714151204e-05,1.4110308890720194e-09,3
74961,49,1.843330698178384e-05,5.933984778400252e-07,5
173275,70,8.19740966332379e-06,7.380618775379822e-07,13
9438,66,2.2092853333242726e-05,5.774966208404867e-06,0
9439,43,1.3867090660720816e-05,5.862390713972545e-06,0
173288,43,1.0135892795996009e-05,2.9504122429948574e-06,0
9449,150,5.1734443551399165e-05,1.4662407488239717e-06,5
42217,52,1.6727020223064984e-05,8.195291646694981e-06,9
9453,108,3.984269336603813e-05,2.4941791056081815e-08,6
9457,65,1.8896244542943343e-05,4.058665283809794e-07,5
9462,56,1.422661375946441e-05,3.1995876941227587e-06,5
42235,67,2.0363670410325088e-05,1.1768659578416472e-07,16
271616,42,9.37601022644095e-06,5.34735955565836e-07,5
42241,49,1.6098751242143797e-05,1.5161181764559348e-08,6
9475,68,2.0799698328418422e-05,1.5947708513923639e-06,5
42249,57,2.799005501162349e-05,4.884989933283645e-07,2
42253,79,2.6126949600081128e-05,1.4666583488307862e-07,5
42256,47,1.4829806206250054e-05,1.1204765590588272e-07,9
206096,46,4.337857947264912e-06,1.1900803723446867e-05,13
140570,61,2.310192332418598e-05,0.0008198043749848842,5
107817,65,1.8893865698425933e-05,2.2175495322389303e-05,2
9513,58,2.6714114470009127e-05,0.00023791865795433795,2
107824,46,1.852563552172937e-05,4.0496082305770323e-07,6
107826,55,1.8449648761860137e-05,1.2218722191284058e-09,6
9524,54,2.4949730663798648e-05,3.7130527232206565e-07,2
9525,73,2.6973591207639452e-05,6.75334073922831e-07,2
9529,52,1.5096324014543968e-05,7.210291236126538e-08,9
9531,105,3.899316356721307e-05,1.035085090444763e-05,2
75084,53,1.2419583191757396e-05,5.351902323941215e-07,10
75086,60,2.1734845323726005e-05,1.6029675425631915e-09,16
107856,44,1.9832607666151416e-05,2.500429704654023e-09,6
75089,83,3.0775971638391757e-05,9.484659077263286e-09,5
173423,45,1.577871263200181e-05,2.753624076262151e-06,2
238983,51,6.540373467991594e-06,1.1003314856700625e-07,22
75152,80,2.2837366523102723e-05,9.214394977813166e-08,9
42398,77,2.50996802619545e-05,2.9481882884789767e-06,0
42400,59,2.4556636100450762e-05,8.479173417411056e-08,5
140707,45,1.1815319346121691e-05,4.856846997578617e-07,9
42410,59,1.8848261181374972e-05,1.33642545552906e-06,6
75186,54,1.8884925808837824e-05,2.2438049927548514e-07,3
9656,45,1.5004864030979128e-05,9.297275142396215e-08,5
42434,41,1.4786013992399936e-05,2.8339290968651307e-08,0
42442,47,1.1430244037474245e-05,1.718792621284637e-05,2
75213,46,8.957543624537285e-06,8.812693761673494e-06,0
9684,46,1.187465273888594e-05,0.0005158032836922372,1
140757,59,1.591007641706707e-05,9.002178758419049e-08,6
107996,44,2.0103078759588058e-05,1.076920426706977e-92,41
42464,47,6.560416290815763e-06,3.5463713297161085e-08,15
9701,56,2.0404565494917508e-05,8.326439023583327e-09,9
42470,58,2.191995550490154e-05,8.060237492303644e-06,2
9705,64,2.921683105000655e-05,2.5407151968064447e-09,2
75253,54,2.0511017087509844e-05,5.238247260656775e-07,3
42487,43,1.415295871964412e-05,1.1729424981664775e-07,5
108028,45,1.3708982146646709e-05,3.873658980399236e-09,0
108032,56,1.4554502520091928e-05,8.221682363759147e-06,2
75272,51,1.5481115527122428e-05,4.906100256411672e-07,2
42529,69,2.4319229199967804e-05,1.974782961326272e-07,5
271908,47,6.407175749333927e-06,1.3124856273844176e-08,7
271909,45,5.604258867725939e-06,1.3124856273844176e-08,7
206374,50,6.1310904772712374e-06,3.7497150592226227e-07,15
206375,44,6.708882526590179e-06,5.307720661933144e-09,15
9773,46,2.189769884589868e-05,4.8756473559137915e-09,0
9780,58,1.6688903411209614e-05,5.081038211132634e-07,2
206388,50,1.2239301457735322e-05,9.136169562937615e-07,5
206389,46,9.95963749147245e-06,1.5595706827763148e-06,5
9785,78,4.2370554866808386e-05,1.6454268486668857e-07,3
9788,53,1.3703520643468653e-05,7.195281430106272e-07,0
9809,53,2.0659335655874514e-05,4.235930428535798e-07,5
9812,123,3.552769392354455e-05,1.1984351917874029e-05,5
9818,53,2.172601510097579e-05,9.168817799565986e-08,9
9820,96,4.788080353752462e-05,9.909348591548071e-06,3
75361,42,4.917792653405006e-06,1.3124856273844176e-08,7
42596,49,5.116259055386779e-06,2.208520221148376e-20,17
42608,96,3.4079340473883337e-05,0.0007941000362257954,2
9852,50,1.6149135776760644e-05,7.696036842822332e-06,5
75389,60,8.409000758327763e-06,6.477239475266538e-09,25
9855,42,1.4686852959042848e-05,2.0844888167916508e-07,5
9858,115,3.498089681427844e-05,1.895145175630025e-05,6
9862,55,1.2434683930792625e-05,0.0008480237700776939,2
108168,61,1.6267429464153437e-05,7.995338084893459e-07,5
108170,45,4.603595523290791e-06,4.561493127610765e-07,13
9876,74,1.83335289552886e-05,2.0929875879963544e-07,9
108180,44,1.2745788600216658e-05,1.7149972440165e-08,3
42644,42,1.0316796716012393e-05,1.1445326539481502e-07,5
108184,45,1.3494874267458613e-05,2.542894556771869e-07,0
42657,43,1.5491841654119664e-05,7.454340508377165e-10,5
75429,64,1.124699149038119e-05,7.572013401779761e-06,11
108199,44,9.650650428822844e-06,4.4508626250025206e-07,6
108201,90,1.9648553699682505e-05,8.316950826437088e-07,6
42671,129,1.5187030305177403e-05,0.00036738381052290995,4
42677,109,3.285771004604447e-05,3.308844410118705e-05,2
42720,68,2.41882638171722e-05,1.8931041881847253e-05,2
9990,45,1.718032330537014e-05,1.170451665802792e-09,3
42760,55,2.1960077387536713e-05,7.126423078022583e-09,16
108297,60,1.7458939569146106e-05,2.594226552771982e-07,5
42765,45,1.540776523154075e-05,2.2154146776327923e-06,9
42787,41,1.4871153015960126e-05,6.849724004651146e-08,5
42791,54,2.026881125249169e-05,1.6775118377372975e-08,9
206634,55,6.908146376807397e-06,7.171787525556524e-08,15
42794,53,1.963709123790963e-05,1.076920426706977e-92,42
42797,59,1.9078337595901517e-05,4.5243062258003395e-06,5
141102,51,1.6728758233498164e-05,1.076920426706977e-92,43
42802,45,1.6942050178908085e-05,3.8142760441690605e-09,6
42815,48,1.9235180021908806e-05,2.226691029521047e-06,0
370499,47,3.4922731055447618e-06,2.1960287848922425e-06,15
10054,76,3.533891714023964e-05,1.7047477545943885e-07,2
10064,67,1.8710302554545157e-05,1.8895064219869146e-05,0
108369,83,2.2435046057170086e-05,9.217623309953354e-06,0
42834,46,1.4790241659947327e-05,8.730778464873237e-08,6
42840,43,1.426687084006929e-05,2.0747994763073043e-07,16
10078,53,2.0719658791756566e-05,4.2152087000946613e-07,0
42857,95,2.0990401055988082e-05,0.00011634939659824908,2
10095,70,2.5075833228421155e-05,9.24745887340477e-08,0
42864,53,1.794933384602215e-05,3.8579638810561564e-07,0
108402,42,1.76342015210035e-05,1.0825915131284103e-08,9
42871,54,2.2069522646021197e-05,2.898612039269844e-06,0
141179,42,1.6652064763375763e-05,4.549974960098896e-09,9
10116,55,2.3387026293651513e-05,1.0539841222004579e-07,5
10119,52,1.542414680763836e-05,1.2899301501669266e-07,6
10132,63,2.1685240645898292e-05,2.1841934081271894e-07,6
75671,81,1.645957795335923e-05,1.9195188786260875e-06,5
141216,73,1.4590030198476645e-05,2.022358944766671e-06,2
141222,46,8.719660178426294e-06,1.4469574004590002e-05,5
10160,87,2.619183732230517e-05,4.6291527058688024e-07,5
206769,73,8.480643006865015e-06,4.56654416788864e-07,13
108473,64,2.2096128289379828e-05,1.4113125173857804e-05,5
75711,66,9.703325736555281e-06,3.249050984186481e-06,13
10175,49,2.0302185663264835e-05,2.9708171402583926e-08,3
42945,53,2.003325014851494e-05,7.855503556679651e-09,9
108487,44,1.612744755371404e-05,3.3400420637369163e-09,2
141256,82,3.0234211962567868e-05,1.283161914569282e-09,6
75725,43,1.4160714461699175e-05,3.8405954226474064e-12,0
10198,81,2.9342235262543108e-05,8.195914004494986e-08,2
75736,84,2.5246265386796396e-05,1.0903127313174896e-06,3
174042,45,1.19186954760382e-05,3.507682559268143e-07,6
108511,49,2.019534489260162e-05,1.100365254365104e-11,20
108518,66,1.8504616919413484e-05,7.010548288649922e-08,2
42985,48,1.2175779203176447e-05,9.762786468177132e-06,0
42986,56,1.9038716802418768e-05,3.4930165820908264e-07,2
108527,43,1.2821985641502821e-05,2.37639858840783e-06,0
42999,73,2.5516280478748057e-05,1.3274909880048733e-07,14
10233,89,3.3915308639887536e-05,6.725776879015272e-08,3
206842,41,6.62190484577763e-06,3.6773735179834282e-06,13
206843,54,9.188482823271241e-06,8.088892958517681e-05,13
206844,46,6.146940004605937e-06,7.19130184095339e-05,13
206845,41,6.160428509883765e-06,1.1437688164749864e-05,13
206846,41,5.5387112498405765e-06,1.1477072304960588e-05,13
174083,49,1.0291377243530358e-05,5.98931321154851e-07,10
272396,54,7.095996162192171e-06,5.283784598834947e-08,15
75800,62,1.8390824554892543e-05,0.0003320728691880796,2
403493,44,4.907542148007081e-06,3.802634974492167e-07,13
75826,47,1.9115395987538782e-05,7.634926086884181e-09,9
43100,41,1.6384163776306374e-05,8.040741485839583e-08,3
305251,125,1.4789392739218529e-05,0.00036723902248335014,4
10346,145,5.533703675050693e-05,2.8880370399792206e-05,2
108655,53,2.11541349555154e-05,7.667724341614311e-09,3
43120,47,1.9365183210680956e-05,1.7445393008108725e-07,0
10353,44,1.3048392748933523e-05,2.3708641833796823e-06,0
10355,68,3.20914307739907e-05,2.2152973508864924e-07,2
43129,46,1.3158285354769499e-05,1.076920426706977e-92,44
75900,67,1.877899264481876e-05,1.3286161301874024e-06,5
108673,46,2.2098624352409665e-05,3.998076407158099e-09,3
75906,62,1.5502295114407868e-05,1.2810162488152291e-08,15
75913,47,1.0383353096933828e-05,4.865980914858022e-07,15
43153,58,1.440060808200286e-05,1.2228698312459637e-05,6
43167,48,1.6846473537984924e-05,4.442664127388627e-06,2
272551,51,3.176458655471853e-06,0.026319380113708987,1
272552,156,7.242944095037348e-06,0.09827779313233984,1
207021,55,1.5266699795434646e-05,9.408898459550394e-08,2
43182,81,2.726814160906805e-05,5.994484311169289e-07,5
108721,88,2.837931038233648e-05,1.5972483991931104e-06,0
43189,67,1.9476627920594865e-05,1.0943385962998127e-05,6
43190,42,1.9694184987848968e-05,6.366260641434429e-08,2
141512,57,2.3089455905958085e-05,3.705083827444979e-07,3
43214,57,1.4157634006657446e-05,1.5277282937931916e-05,0
